match_id,season,city,venue,date,team1,team2,toss_winner,toss_decision,winner
1024,2014,Cuttack,Barabati Stadium,2014-05-11,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders
1025,2014,Bangalore,M Chinnaswamy Stadium,2014-05-11,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,Rajasthan Royals
1026,2014,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2014-05-12,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,Mumbai Indians
1027,2014,Ranchi,JSCA International Stadium Complex,2014-05-13,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,Chennai Super Kings
1028,2014,Bangalore,M Chinnaswamy Stadium,2014-05-13,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,Royal Challengers Bangalore
1029,2014,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2014-05-14,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab
1030,2014,Cuttack,Barabati Stadium,2014-05-14,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,Kolkata Knight Riders
1031,2014,Ahmedabad,"Sardar Patel Stadium, Motera",2014-05-15,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,Rajasthan Royals
1032,2014,Ranchi,JSCA International Stadium Complex,2014-05-18,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,Royal Challengers Bangalore
1033,2014,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2014-05-18,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Kolkata Knight Riders
1034,2014,Ahmedabad,"Sardar Patel Stadium, Motera",2014-05-19,Rajasthan Royals,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians
1035,2014,Delhi,Feroz Shah Kotla,2014-05-19,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab
1036,2014,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2014-05-20,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Sunrisers Hyderabad
1037,2014,Kolkata,Eden Gardens,2014-05-20,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,field,Kolkata Knight Riders
1038,2014,Chandigarh,"Punjab Cricket Association Stadium, Mohali",2014-05-21,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,Mumbai Indians
1039,2014,Kolkata,Eden Gardens,2014-05-22,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Kolkata Knight Riders
1040,2014,Ranchi,JSCA International Stadium Complex,2014-05-22,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad
1041,2014,Mumbai,Wankhede Stadium,2014-05-23,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,Mumbai Indians
1042,2014,Chandigarh,"Punjab Cricket Association Stadium, Mohali",2014-05-23,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,Kings XI Punjab
1043,2014,Bangalore,M Chinnaswamy Stadium,2014-05-24,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings
1044,2014,Kolkata,Eden Gardens,2014-05-24,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,field,Kolkata Knight Riders
1045,2014,Chandigarh,"Punjab Cricket Association Stadium, Mohali",2014-05-25,Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,field,Kings XI Punjab
1046,2014,Mumbai,Wankhede Stadium,2014-05-25,Mumbai Indians,Rajasthan Royals,Mumbai Indians,field,Mumbai Indians
1047,2014,Kolkata,Eden Gardens,2014-05-27,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,field,Kolkata Knight Riders
1048,2014,Mumbai,Brabourne Stadium,2014-05-28,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,Chennai Super Kings
1049,2014,Mumbai,Wankhede Stadium,2014-05-30,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,field,Kings XI Punjab
1050,2014,Bangalore,M Chinnaswamy Stadium,2014-06-01,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,field,Kolkata Knight Riders
1051,2015,Kolkata,Eden Gardens,2015-04-08,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,Kolkata Knight Riders
1052,2015,Chennai,"MA Chidambaram Stadium, Chepauk",2015-04-09,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,Chennai Super Kings
1053,2015,Pune,Maharashtra Cricket Association Stadium,2015-04-10,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,field,Rajasthan Royals
1054,2015,Chennai,"MA Chidambaram Stadium, Chepauk",2015-04-11,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,Chennai Super Kings
1055,2015,Kolkata,Eden Gardens,2015-04-11,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore
1056,2015,Delhi,Feroz Shah Kotla,2015-04-12,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals
1057,2015,Mumbai,Wankhede Stadium,2015-04-12,Mumbai Indians,Kings XI Punjab,Mumbai Indians,field,Kings XI Punjab
1058,2015,Bangalore,M Chinnaswamy Stadium,2015-04-13,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad
1059,2015,Ahmedabad,"Sardar Patel Stadium, Motera",2015-04-14,Rajasthan Royals,Mumbai Indians,Mumbai Indians,bat,Rajasthan Royals
1060,2015,Kolkata,Eden Gardens,2015-04-30,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,field,Kolkata Knight Riders
1061,2015,Pune,Maharashtra Cricket Association Stadium,2015-04-15,Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,bat,Delhi Daredevils
1062,2015,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2015-04-16,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals
1063,2015,Mumbai,Wankhede Stadium,2015-04-17,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,Chennai Super Kings
1064,2015,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2015-04-18,Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,bat,Delhi Daredevils
1065,2015,Pune,Maharashtra Cricket Association Stadium,2015-04-18,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders
1066,2015,Ahmedabad,"Sardar Patel Stadium, Motera",2015-04-19,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,bat,Rajasthan Royals
1067,2015,Bangalore,M Chinnaswamy Stadium,2015-04-19,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,Mumbai Indians
1068,2015,Delhi,Feroz Shah Kotla,2015-04-20,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders
1069,2015,Ahmedabad,"Sardar Patel Stadium, Motera",2015-04-21,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,
1070,2015,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2015-04-22,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,Sunrisers Hyderabad
1071,2015,Bangalore,M Chinnaswamy Stadium,2015-04-22,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,field,Chennai Super Kings
1072,2015,Delhi,Feroz Shah Kotla,2015-04-23,Delhi Daredevils,Mumbai Indians,Mumbai Indians,field,Delhi Daredevils
1073,2015,Ahmedabad,"Sardar Patel Stadium, Motera",2015-04-24,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore
1074,2015,Mumbai,Wankhede Stadium,2015-04-25,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,Mumbai Indians
1075,2015,Chennai,"MA Chidambaram Stadium, Chepauk",2015-04-25,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,Chennai Super Kings
1076,2015,Delhi,Feroz Shah Kotla,2015-04-26,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore
1077,2015,Chandigarh,"Punjab Cricket Association Stadium, Mohali",2015-04-27,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,field,Sunrisers Hyderabad
1078,2015,Kolkata,Eden Gardens,2015-05-07,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,Kolkata Knight Riders
1079,2015,Bangalore,M Chinnaswamy Stadium,2015-04-29,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,
1080,2015,Chennai,"MA Chidambaram Stadium, Chepauk",2015-04-28,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Chennai Super Kings
1081,2015,Delhi,Feroz Shah Kotla,2015-05-01,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,field,Delhi Daredevils
1082,2015,Mumbai,Wankhede Stadium,2015-05-01,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Mumbai Indians
1083,2015,Bangalore,M Chinnaswamy Stadium,2015-05-02,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Royal Challengers Bangalore
1084,2015,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2015-05-02,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,Sunrisers Hyderabad
1085,2015,Chandigarh,"Punjab Cricket Association Stadium, Mohali",2015-05-03,Kings XI Punjab,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians
1086,2015,Mumbai,Brabourne Stadium,2015-05-03,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,Rajasthan Royals
1087,2015,Chennai,"MA Chidambaram Stadium, Chepauk",2015-05-04,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,Chennai Super Kings
1088,2015,Kolkata,Eden Gardens,2015-05-04,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Kolkata Knight Riders
1089,2015,Mumbai,Wankhede Stadium,2015-05-05,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,bat,Mumbai Indians
1090,2015,Bangalore,M Chinnaswamy Stadium,2015-05-06,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,Royal Challengers Bangalore
1091,2015,Mumbai,Brabourne Stadium,2015-05-07,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,field,Sunrisers Hyderabad
1092,2015,Chennai,"MA Chidambaram Stadium, Chepauk",2015-05-08,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,Mumbai Indians
1093,2015,Kolkata,Eden Gardens,2015-05-09,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,bat,Kolkata Knight Riders
1094,2015,Raipur,Shaheed Veer Narayan Singh International Stadium,2015-05-09,Delhi Daredevils,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Sunrisers Hyderabad
1095,2015,Mumbai,Wankhede Stadium,2015-05-10,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Royal Challengers Bangalore
1096,2015,Chennai,"MA Chidambaram Stadium, Chepauk",2015-05-10,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,Chennai Super Kings
1097,2015,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2015-05-11,Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,bat,Sunrisers Hyderabad
1098,2015,Raipur,Shaheed Veer Narayan Singh International Stadium,2015-05-12,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,bat,Delhi Daredevils
1099,2015,Chandigarh,"Punjab Cricket Association Stadium, Mohali",2015-05-13,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Kings XI Punjab
1100,2015,Mumbai,Wankhede Stadium,2015-05-14,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Mumbai Indians
1101,2015,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2015-05-15,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,Royal Challengers Bangalore
1102,2015,Chandigarh,"Punjab Cricket Association Stadium, Mohali",2015-05-16,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,bat,Chennai Super Kings
1103,2015,Mumbai,Brabourne Stadium,2015-05-16,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,Rajasthan Royals
1104,2015,Bangalore,M Chinnaswamy Stadium,2015-05-17,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,field,
1105,2015,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2015-05-17,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,Mumbai Indians
1106,2015,Mumbai,Wankhede Stadium,2015-05-19,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians
1107,2015,Pune,Maharashtra Cricket Association Stadium,2015-05-20,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,Royal Challengers Bangalore
1108,2015,Ranchi,JSCA International Stadium Complex,2015-05-22,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,field,Chennai Super Kings
1109,2015,Kolkata,Eden Gardens,2015-05-24,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Mumbai Indians
1110,2016,Mumbai,Wankhede Stadium,2016-04-09,Mumbai Indians,Rising Pune Supergiants,Mumbai Indians,bat,Rising Pune Supergiants
1111,2016,Kolkata,Eden Gardens,2016-04-10,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,field,Kolkata Knight Riders
1112,2016,Chandigarh,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016-04-11,Kings XI Punjab,Gujarat Lions,Gujarat Lions,field,Gujarat Lions
1113,2016,Bangalore,M Chinnaswamy Stadium,2016-04-12,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Royal Challengers Bangalore
1114,2016,Kolkata,Eden Gardens,2016-04-13,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Mumbai Indians
1115,2016,Rajkot,Saurashtra Cricket Association Stadium,2016-04-14,Gujarat Lions,Rising Pune Supergiants,Rising Pune Supergiants,bat,Gujarat Lions
1116,2016,Delhi,Feroz Shah Kotla,2016-04-15,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,field,Delhi Daredevils
1117,2016,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2016-04-16,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Kolkata Knight Riders
1118,2016,Mumbai,Wankhede Stadium,2016-04-16,Mumbai Indians,Gujarat Lions,Gujarat Lions,field,Gujarat Lions
1119,2016,Chandigarh,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016-04-17,Kings XI Punjab,Rising Pune Supergiants,Rising Pune Supergiants,bat,Kings XI Punjab
1120,2016,Bangalore,M Chinnaswamy Stadium,2016-04-17,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,Delhi Daredevils
1121,2016,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2016-04-18,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,Sunrisers Hyderabad
1122,2016,Chandigarh,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016-04-19,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders
1123,2016,Mumbai,Wankhede Stadium,2016-04-20,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,field,Mumbai Indians
1124,2016,Rajkot,Saurashtra Cricket Association Stadium,2016-04-21,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad
1125,2016,Pune,Maharashtra Cricket Association Stadium,2016-04-22,Rising Pune Supergiants,Royal Challengers Bangalore,Rising Pune Supergiants,field,Royal Challengers Bangalore
1126,2016,Delhi,Feroz Shah Kotla,2016-04-23,Delhi Daredevils,Mumbai Indians,Mumbai Indians,field,Delhi Daredevils
1127,2016,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2016-04-23,Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,field,Sunrisers Hyderabad
1128,2016,Rajkot,Saurashtra Cricket Association Stadium,2016-04-24,Gujarat Lions,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Gujarat Lions
1129,2016,Pune,Maharashtra Cricket Association Stadium,2016-04-24,Rising Pune Supergiants,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders
1130,2016,Chandigarh,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016-04-25,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,field,Mumbai Indians
1131,2016,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2016-04-26,Sunrisers Hyderabad,Rising Pune Supergiants,Rising Pune Supergiants,field,Rising Pune Supergiants
1132,2016,Delhi,Feroz Shah Kotla,2016-04-27,Delhi Daredevils,Gujarat Lions,Delhi Daredevils,field,Gujarat Lions
1133,2016,Mumbai,Wankhede Stadium,2016-04-28,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Mumbai Indians
1134,2016,Pune,Maharashtra Cricket Association Stadium,2016-04-29,Rising Pune Supergiants,Gujarat Lions,Gujarat Lions,field,Gujarat Lions
1135,2016,Delhi,Feroz Shah Kotla,2016-04-30,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,Delhi Daredevils
1136,2016,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2016-04-30,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Sunrisers Hyderabad
1137,2016,Rajkot,Saurashtra Cricket Association Stadium,2016-05-01,Gujarat Lions,Kings XI Punjab,Gujarat Lions,field,Kings XI Punjab
1138,2016,Pune,Maharashtra Cricket Association Stadium,2016-05-01,Rising Pune Supergiants,Mumbai Indians,Mumbai Indians,field,Mumbai Indians
1139,2016,Bangalore,M Chinnaswamy Stadium,2016-05-02,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders
1140,2016,Rajkot,Saurashtra Cricket Association Stadium,2016-05-03,Gujarat Lions,Delhi Daredevils,Delhi Daredevils,field,Delhi Daredevils
1141,2016,Kolkata,Eden Gardens,2016-05-04,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,Kolkata Knight Riders
1142,2016,Delhi,Feroz Shah Kotla,2016-05-05,Delhi Daredevils,Rising Pune Supergiants,Rising Pune Supergiants,field,Rising Pune Supergiants
1143,2016,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2016-05-06,Sunrisers Hyderabad,Gujarat Lions,Sunrisers Hyderabad,field,Sunrisers Hyderabad
1144,2016,Bangalore,M Chinnaswamy Stadium,2016-05-07,Royal Challengers Bangalore,Rising Pune Supergiants,Royal Challengers Bangalore,field,Royal Challengers Bangalore
1145,2016,Chandigarh,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016-05-07,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,Kings XI Punjab
1146,2016,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016-05-08,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,Sunrisers Hyderabad
1147,2016,Kolkata,Eden Gardens,2016-05-08,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,field,Gujarat Lions
1148,2016,Chandigarh,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016-05-09,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,field,Royal Challengers Bangalore
1149,2016,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016-05-10,Rising Pune Supergiants,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Sunrisers Hyderabad
1150,2016,Bangalore,M Chinnaswamy Stadium,2016-05-11,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Mumbai Indians
1151,2016,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2016-05-12,Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,field,Delhi Daredevils
1152,2016,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016-05-13,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,Kings XI Punjab
1153,2016,Bangalore,M Chinnaswamy Stadium,2016-05-14,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,Royal Challengers Bangalore
1154,2016,Kolkata,Eden Gardens,2016-05-14,Kolkata Knight Riders,Rising Pune Supergiants,Rising Pune Supergiants,bat,Kolkata Knight Riders
1155,2016,Chandigarh,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016-05-15,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,bat,Sunrisers Hyderabad
1156,2016,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016-05-15,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,Mumbai Indians
1157,2016,Kolkata,Eden Gardens,2016-05-16,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore
1158,2016,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016-05-17,Rising Pune Supergiants,Delhi Daredevils,Rising Pune Supergiants,field,Rising Pune Supergiants
1159,2016,Bangalore,M Chinnaswamy Stadium,2016-05-18,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,Royal Challengers Bangalore
1160,2016,Kanpur,Green Park,2016-05-19,Gujarat Lions,Kolkata Knight Riders,Gujarat Lions,field,Gujarat Lions
1161,2016,Raipur,Shaheed Veer Narayan Singh International Stadium,2016-05-20,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,field,Delhi Daredevils
1162,2016,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016-05-21,Rising Pune Supergiants,Kings XI Punjab,Kings XI Punjab,bat,Rising Pune Supergiants
1163,2016,Kanpur,Green Park,2016-05-21,Gujarat Lions,Mumbai Indians,Gujarat Lions,field,Gujarat Lions
1164,2016,Kolkata,Eden Gardens,2016-05-22,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Kolkata Knight Riders
1165,2016,Raipur,Shaheed Veer Narayan Singh International Stadium,2016-05-22,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore
1166,2016,Bangalore,M Chinnaswamy Stadium,2016-05-24,Gujarat Lions,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore
1167,2016,Delhi,Feroz Shah Kotla,2016-05-25,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,Sunrisers Hyderabad
1168,2016,Delhi,Feroz Shah Kotla,2016-05-27,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad
1169,2016,Bangalore,M Chinnaswamy Stadium,2016-05-29,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Sunrisers Hyderabad
